category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Kitchen,BrandB,30.15,3.5,2,1656,69.56,1108.35
Electronics,BrandD,10.77,1.1,2,277,12.77,320.77
Kitchen,BrandE,47.81,3.1,3,1266,34.73,1097.95
Kitchen,BrandE,6.58,3.4,4,537,73.24,823.08
Apparel,BrandC,24.34,2.1,2,1178,8.53,739.12
Furniture,BrandD,34.51,1.8,4,276,78.73,1141.33
Apparel,BrandE,11.24,4.8,0,804,40.59,496.24
Apparel,BrandB,10.8,3.6,3,555,11.62,541.74
Kitchen,BrandC,27.82,3.6,4,22,70.9,1067.72
Kitchen,BrandD,20.07,4.2,2,582,88.06,956.63
Apparel,BrandA,21.2,3.0,1,629,79.4,791.19
Furniture,BrandE,10.47,2.6,1,1390,49.72,845.93
Toys,BrandA,48.94,1.1,3,745,93.39,1081.69
Electronics,BrandA,21.63,3.7,0,1078,33.5,417.98
Toys,BrandA,38.93,3.6,5,489,33.61,968.57
Electronics,BrandD,20.02,4.3,4,1018,46.27,1073.01
Electronics,BrandB,17.03,2.9,5,878,98.06,1327.23
Furniture,BrandE,34.47,1.8,0,220,16.05,331.15
Furniture,BrandD,12.01,2.0,3,496,53.7,952.32
Electronics,BrandA,21.34,3.6,0,649,9.03,455.9
Electronics,BrandB,31.27,2.2,2,1523,43.11,983.96
Apparel,BrandD,39.13,3.3,5,1126,35.42,1306.73
Electronics,BrandA,15.29,1.2,4,682,68.66,1032.79
Furniture,BrandA,13.45,4.0,3,1359,59.85,1104.83
Apparel,BrandE,1.03,2.9,2,1368,5.7,669.08
Electronics,BrandE,10.35,4.6,0,373,25.29,674.29
Apparel,BrandB,42.26,4.9,0,1973,6.5,822.12
Kitchen,BrandD,10.75,4.6,0,36,98.09,810.98
Electronics,BrandE,10.36,1.4,5,697,9.14,894.04
Electronics,BrandC,34.96,4.5,0,84,51.59,492.39
Furniture,BrandD,1.03,3.3,4,1245,82.94,1183.62
Apparel,BrandD,1.97,4.6,1,1511,23.3,598.66
Apparel,BrandE,35.59,3.5,0,968,44.36,693.7
Electronics,BrandA,36.62,1.5,4,1349,45.34,1319.87
Electronics,BrandE,19.42,4.1,4,749,57.6,960.13
Furniture,BrandC,46.85,4.2,5,1287,60.95,1398.58
Electronics,BrandD,12.2,3.2,4,1563,68.43,1346.18
Kitchen,BrandA,19.82,4.8,0,1052,76.25,782.26
Furniture,BrandE,7.35,2.2,5,1695,47.1,1087.51
Apparel,BrandD,33.62,2.0,5,834,37.15,1191.42
Electronics,BrandA,18.23,1.8,4,1933,96.94,1482.33
Kitchen,BrandE,36.4,2.5,4,1891,7.09,1038.21
Apparel,BrandA,40.27,3.6,3,643,23.04,801.1
Toys,BrandB,20.54,2.1,0,1833,44.75,797.34
Furniture,BrandA,26.49,3.1,0,340,20.21,213.35
Furniture,BrandC,3.15,3.3,3,1793,18.21,807.96
Furniture,BrandD,18.81,2.6,2,962,63.04,673.84
Apparel,BrandA,47.34,2.0,1,1275,79.41,872.1
Furniture,BrandD,0.47,3.4,2,818,19.31,747.21
Furniture,BrandD,0.4,2.0,5,1772,25.6,1219.09
Apparel,BrandD,35.81,3.7,3,385,94.18,1178.05
Kitchen,BrandE,0.12,4.6,5,32,67.48,1089.39
Toys,BrandA,30.28,2.9,2,816,23.26,909.42
Toys,BrandE,43.04,3.1,0,916,0.63,466.32
Electronics,BrandE,19.15,3.3,1,1366,21.6,703.51
Toys,BrandB,41.34,2.9,2,1635,57.9,1079.51
Furniture,BrandD,3.95,4.4,4,1181,75.38,1273.36
Apparel,BrandE,25.98,5.0,4,759,35.93,1040.19
Electronics,BrandB,28.95,2.7,1,1118,46.83,838.22
Apparel,BrandE,46.07,3.8,4,886,49.46,1285.98
Furniture,BrandA,36.45,1.2,1,540,42.38,731.01
Toys,BrandE,1.15,2.2,0,142,67.23,522.69
Furniture,BrandB,49.34,1.9,0,1321,43.68,765.41
Apparel,BrandD,37.64,1.7,5,1282,74.75,1292.59
Electronics,BrandC,43.1,4.4,0,989,9.1,560.13
Toys,BrandB,38.91,3.8,1,1323,15.56,716.58
Toys,BrandB,2.45,4.5,1,175,77.62,919.3
Furniture,BrandB,19.8,1.2,1,1090,61.93,812.41
Toys,BrandB,14.0,3.3,1,613,21.14,539.12
Furniture,BrandB,15.25,4.9,5,1658,73.44,1396.43
Kitchen,BrandE,35.39,3.2,1,522,93.32,881.32
Furniture,BrandA,20.02,3.9,3,143,91.1,1019.08
Toys,BrandE,40.85,2.4,1,55,10.13,415.11
Kitchen,BrandC,23.22,2.4,2,1527,39.1,944.61
Toys,BrandA,2.15,4.7,3,1715,48.33,1025.57
Apparel,BrandA,2.92,2.8,3,1270,37.41,784.63
Apparel,BrandB,24.08,2.7,1,870,8.34,526.21
Kitchen,BrandE,12.18,3.5,2,1317,80.57,1106.03
Electronics,BrandD,46.01,3.2,4,818,9.03,881.03
Apparel,BrandD,37.17,1.9,5,818,57.59,1200.43
Toys,BrandB,28.34,1.3,3,1023,70.25,1010.44
Electronics,BrandA,42.91,2.7,4,1665,64.43,1404.48
Apparel,BrandA,7.27,3.0,3,748,0.72,572.4
Apparel,BrandB,24.76,4.6,3,489,29.38,1019.77
Furniture,BrandE,37.37,1.0,3,439,85.94,950.77
Toys,BrandD,17.45,2.6,5,720,37.69,1014.1
Toys,BrandA,32.31,3.3,5,1616,60.1,1453.43
Apparel,BrandA,42.8,2.7,1,415,69.19,617.2
Electronics,BrandE,35.1,1.7,2,1623,99.03,1253.11
Furniture,BrandC,37.12,2.2,5,1810,83.13,1546.05
Furniture,BrandE,40.28,3.6,2,518,29.5,709.88
Electronics,BrandC,10.3,4.8,1,1919,49.3,978.22
Furniture,BrandA,8.38,2.6,3,1233,21.25,678.97
Furniture,BrandD,48.3,2.5,2,1531,28.47,921.41
Apparel,BrandD,36.58,3.4,4,1935,59.73,1500.87
Furniture,BrandA,15.59,3.6,0,1354,11.3,325.48
Furniture,BrandE,9.89,2.9,5,847,24.44,939.72
Electronics,BrandD,44.78,3.0,3,1647,7.12,820.26
Furniture,BrandE,44.68,4.6,0,1547,68.66,1019.29
Electronics,BrandE,8.55,1.6,1,1004,73.28,583.88
Apparel,BrandC,7.28,1.9,2,1086,10.29,578.3
Electronics,BrandA,25.76,1.0,5,622,99.41,1166.55
Furniture,BrandE,47.47,1.5,5,886,85.65,1210.32
Electronics,BrandC,21.9,2.1,0,486,30.19,379.79
Apparel,BrandC,18.48,3.0,5,1385,98.09,1512.17
Electronics,BrandA,2.37,2.3,3,990,11.8,760.59
Toys,BrandE,42.75,3.4,2,255,12.89,656.05
Furniture,BrandC,6.31,1.2,3,406,7.85,511.42
Apparel,BrandD,39.05,1.2,4,588,50.26,853.58
Apparel,BrandA,25.21,3.5,4,1125,72.84,1011.19
Kitchen,BrandE,20.21,1.2,0,1512,74.88,745.1
Toys,BrandC,47.61,1.6,4,694,52.8,926.82
Furniture,BrandC,4.95,1.3,1,1591,48.04,804.79
Apparel,BrandD,25.32,4.9,0,716,76.01,1046.22
Electronics,BrandC,13.39,1.3,3,1661,50.57,880.47
Furniture,BrandB,13.8,2.1,4,1319,27.65,1051.15
Apparel,BrandE,4.96,1.8,1,1008,59.02,621.2
Furniture,BrandA,19.68,4.7,1,1121,97.51,970.41
Toys,BrandB,40.99,4.5,0,270,88.78,1034.46
Toys,BrandB,23.07,1.2,5,1411,82.5,1182.75
Apparel,BrandA,2.68,4.2,4,834,75.06,1246.54
Toys,BrandB,22.04,3.4,2,1476,75.71,1095.49
Toys,BrandE,5.67,2.0,2,81,21.44,488.63
Kitchen,BrandC,20.68,3.4,3,733,4.18,825.08
Furniture,BrandE,46.0,4.8,4,1209,18.77,1076.29
Furniture,BrandA,32.36,3.8,3,1103,37.06,931.53
Furniture,BrandD,4.08,1.5,0,1190,46.29,516.05
Furniture,BrandB,25.05,3.9,2,1438,73.51,927.94
Kitchen,BrandA,37.0,4.5,5,1151,30.85,1151.23
Furniture,BrandB,23.83,2.1,4,972,43.14,978.61
Toys,BrandE,18.86,2.6,0,33,83.9,593.56
Toys,BrandC,21.61,4.9,3,197,86.69,1077.91
Toys,BrandB,17.03,3.6,0,673,29.03,407.15
Apparel,BrandD,6.83,4.5,4,1298,20.48,1135.8
Toys,BrandA,11.89,1.9,3,1575,61.9,1039.25
Electronics,BrandC,44.45,2.6,0,1328,44.09,637.29
Kitchen,BrandD,38.81,4.6,5,40,2.0,932.14
Electronics,BrandE,6.44,1.9,0,1388,36.54,633.83
Toys,BrandD,6.3,2.7,5,1281,56.27,1145.4
Kitchen,BrandE,15.39,1.0,0,136,45.33,494.19
Kitchen,BrandB,45.62,3.0,1,20,36.71,484.37
Furniture,BrandE,27.0,3.0,0,1207,61.64,737.81
Kitchen,BrandA,10.54,1.0,2,1879,73.97,953.24
Toys,BrandC,25.86,1.3,1,608,0.1,352.4
Electronics,BrandC,44.31,3.2,3,1218,97.04,1151.69
Kitchen,BrandD,49.0,1.4,4,1018,4.83,726.94
Furniture,BrandB,44.67,1.7,4,171,8.39,481.92
Toys,BrandA,36.46,4.9,5,1700,43.56,1260.88
Furniture,BrandC,24.37,3.3,1,1777,51.12,1065.36
Furniture,BrandE,12.7,4.9,1,633,27.83,598.76
Kitchen,BrandA,31.56,2.9,3,1534,54.93,1133.6
Furniture,BrandB,8.41,4.0,0,1090,5.25,453.16
Kitchen,BrandD,12.84,4.4,2,1320,92.83,1393.64
Furniture,BrandA,23.39,4.1,5,549,63.03,1255.35
Apparel,BrandD,40.97,1.6,2,1441,82.36,1032.73
Toys,BrandB,27.93,1.8,3,755,77.24,890.9
Kitchen,BrandB,26.88,2.6,1,1715,84.48,1048.34
Kitchen,BrandE,9.58,1.8,5,1869,90.12,1596.34
Toys,BrandA,39.38,4.6,5,680,64.57,1387.0
Kitchen,BrandC,14.15,4.6,3,155,81.6,1011.35
Toys,BrandA,42.55,1.3,1,273,68.39,709.47
Electronics,BrandD,18.28,1.0,4,393,63.22,1132.7
Apparel,BrandA,32.98,4.1,0,457,51.25,601.66
Kitchen,BrandD,37.73,4.0,5,927,88.07,1443.29
Electronics,BrandA,16.91,2.8,4,861,77.01,1110.72
Apparel,BrandC,42.72,1.0,0,1089,26.86,696.05
Furniture,BrandE,48.92,4.7,0,513,56.11,723.17
Apparel,BrandB,21.05,2.9,3,637,61.08,1095.24
Kitchen,BrandA,25.01,1.4,2,881,26.47,716.3
Furniture,BrandA,26.13,4.0,0,311,77.84,799.85
Furniture,BrandC,21.28,4.5,1,166,41.2,695.15
Electronics,BrandA,9.03,3.6,2,1504,83.73,1047.96
Toys,BrandE,20.25,2.1,2,1188,95.45,973.36
Electronics,BrandA,27.32,1.0,4,1733,68.93,1305.34
Furniture,BrandA,28.65,1.1,2,1463,23.62,719.87
Apparel,BrandB,43.53,3.2,4,1705,21.02,1220.2
Kitchen,BrandA,29.56,1.6,2,1064,82.13,816.34
Electronics,BrandE,28.87,2.9,1,655,52.0,565.31
Furniture,BrandB,49.4,3.0,1,1055,32.27,883.9
Apparel,BrandE,35.84,3.9,2,1007,33.28,1037.62
Furniture,BrandB,17.34,1.1,3,97,74.28,798.9
Electronics,BrandE,44.83,1.9,5,168,47.83,1046.93
Toys,BrandA,20.42,2.9,5,444,46.87,997.89
Furniture,BrandB,20.26,3.6,5,940,85.82,1423.28
Apparel,BrandB,26.48,3.5,1,193,25.71,402.77
Furniture,BrandC,40.9,2.9,1,1853,39.49,984.6
Electronics,BrandC,16.58,2.6,2,1905,16.35,638.35
Kitchen,BrandE,20.39,4.3,1,1958,66.97,1125.14
Kitchen,BrandC,38.23,4.7,3,307,29.55,659.81
Furniture,BrandA,13.82,2.7,3,1798,8.79,796.28
Kitchen,BrandB,43.88,2.8,5,14,1.54,852.08
Kitchen,BrandD,46.36,2.6,0,193,52.74,552.78
Kitchen,BrandD,38.45,3.0,3,1179,55.16,1036.49
Electronics,BrandD,44.2,1.7,0,1807,86.35,901.26
Toys,BrandD,26.13,3.5,3,1185,91.34,1213.49
Electronics,BrandB,35.09,4.5,4,742,26.34,943.42
Electronics,BrandC,15.59,4.9,0,1362,34.39,683.17
Toys,BrandB,35.06,2.8,0,308,77.16,649.86
Apparel,BrandC,9.09,3.0,4,323,49.84,803.92
Apparel,BrandD,2.41,1.9,4,1468,69.19,1045.22
Toys,BrandC,44.68,3.5,0,1990,33.83,1048.0
Electronics,BrandA,7.81,2.1,2,1430,22.54,936.47
Toys,BrandB,44.71,4.1,4,1719,63.67,1476.36
Apparel,BrandC,28.83,4.3,2,1723,46.27,1050.85
Toys,BrandD,40.27,2.3,3,1116,44.23,997.49
Toys,BrandE,7.55,3.5,1,436,60.74,835.13
Apparel,BrandE,17.94,4.1,3,701,75.74,1180.29
Kitchen,BrandE,7.68,2.4,5,231,21.1,613.36
Toys,BrandA,14.44,3.5,0,213,57.51,640.1
Furniture,BrandE,25.07,2.5,1,736,59.2,704.03
Apparel,BrandC,6.13,1.5,1,1827,31.84,665.05
Apparel,BrandC,43.17,2.8,0,514,85.32,860.19
Furniture,BrandB,25.96,4.2,4,549,32.84,913.57
Apparel,BrandE,34.49,2.9,3,1013,3.06,722.23
Electronics,BrandB,49.0,2.7,5,698,89.8,1470.3
Apparel,BrandA,8.79,1.2,4,790,30.66,817.74
Furniture,BrandB,43.46,1.1,3,291,70.35,788.57
Apparel,BrandB,43.71,3.3,0,1384,84.88,956.18
Kitchen,BrandD,33.72,2.6,1,540,90.5,986.12
Apparel,BrandD,30.45,5.0,5,1646,81.43,1544.65
Electronics,BrandC,43.04,3.7,4,224,57.28,959.54
Electronics,BrandA,19.74,2.5,1,528,25.1,406.97
Apparel,BrandB,41.8,4.5,3,677,75.75,1124.2
Toys,BrandB,34.51,4.2,2,1464,56.49,1111.82
Kitchen,BrandB,6.19,3.9,1,544,75.65,824.17
Apparel,BrandE,38.08,3.9,3,1278,25.4,953.68
Kitchen,BrandD,44.0,3.3,0,922,1.92,500.73
Electronics,BrandC,22.1,1.2,2,265,32.27,708.2
Toys,BrandA,11.3,1.4,3,1459,56.83,974.44
Apparel,BrandB,1.47,1.1,4,537,1.37,659.08
Kitchen,BrandB,12.88,3.0,5,1504,37.07,1039.45
Furniture,BrandE,40.68,1.1,0,1329,1.02,470.82
Apparel,BrandD,31.66,1.3,5,1189,15.13,1107.18
Furniture,BrandB,25.16,1.6,3,1728,79.91,1226.94
Electronics,BrandB,32.1,2.0,1,360,3.19,276.49
Toys,BrandE,39.97,4.1,2,1124,81.61,1264.49
Toys,BrandE,4.06,4.9,3,796,61.84,895.73
Apparel,BrandA,49.28,3.9,4,48,20.73,842.5
Toys,BrandE,29.61,4.5,1,1933,96.28,1101.11
Apparel,BrandC,8.38,3.1,4,667,34.98,824.44
Kitchen,BrandB,16.15,2.3,3,1705,32.7,949.4
Kitchen,BrandA,36.41,4.2,4,927,83.77,1245.62
Kitchen,BrandA,26.09,3.2,2,620,28.07,775.09
Apparel,BrandB,39.62,4.6,2,600,39.39,811.96
Furniture,BrandD,25.07,2.1,4,1683,69.48,1267.72
Electronics,BrandD,26.31,4.5,1,50,35.44,597.16
Furniture,BrandB,47.53,1.7,3,665,79.99,1072.04
Furniture,BrandA,11.38,4.9,0,1962,96.3,1124.48
Toys,BrandE,48.25,4.1,0,64,60.08,728.62
Furniture,BrandC,2.55,1.5,1,1688,64.43,814.19
Apparel,BrandC,37.85,4.9,3,928,39.3,1011.75
Toys,BrandD,23.79,2.4,2,1170,24.71,744.42
Toys,BrandB,12.78,4.3,4,747,57.83,1098.22
Furniture,BrandB,22.69,4.5,1,1281,31.59,1025.99
Apparel,BrandD,35.48,1.4,5,1801,66.1,1392.5
Toys,BrandA,14.08,1.4,0,801,4.46,232.06
Kitchen,BrandA,45.82,3.7,1,1290,60.04,1000.26
Toys,BrandA,23.78,2.1,3,1227,74.4,950.45
Electronics,BrandD,25.93,1.7,5,885,22.72,957.26
Furniture,BrandC,22.02,3.7,3,711,56.94,1069.37
Kitchen,BrandD,26.9,3.9,0,1019,70.12,743.62
Furniture,BrandB,18.61,1.1,1,858,59.95,719.91
Electronics,BrandD,37.22,4.3,0,1386,87.83,1202.53
Furniture,BrandC,5.2,3.7,2,990,50.92,848.37
Kitchen,BrandB,36.29,4.0,2,144,56.34,789.67
Electronics,BrandC,44.35,4.0,2,508,25.21,797.76
Kitchen,BrandC,27.57,5.0,0,751,91.46,889.61
Electronics,BrandA,45.69,1.5,0,1599,95.88,993.42
Electronics,BrandC,5.0,1.9,4,1903,73.84,1052.47
Toys,BrandE,45.03,2.7,4,991,80.47,1491.33
Kitchen,BrandB,22.77,4.8,3,1802,65.1,1290.07
Electronics,BrandD,1.2,1.4,5,990,81.08,1371.95
Electronics,BrandB,2.5,4.0,5,1276,2.49,949.38
Apparel,BrandD,46.26,1.2,4,1973,66.92,1301.61
Kitchen,BrandD,28.11,1.4,4,1164,1.25,733.22
Apparel,BrandE,12.04,5.0,2,1958,46.61,1373.24
Electronics,BrandE,32.58,4.5,3,1466,28.98,1005.81
Apparel,BrandE,3.46,2.2,3,1542,59.25,1079.54
Furniture,BrandB,48.86,1.8,2,1329,7.73,882.2
Kitchen,BrandB,40.93,3.6,0,1130,88.42,986.31
Kitchen,BrandB,23.2,3.2,3,307,70.84,1098.53
Furniture,BrandB,22.11,4.2,1,974,32.52,813.63
Furniture,BrandC,17.51,2.0,0,290,42.58,336.39
Apparel,BrandA,41.48,4.7,0,1523,27.38,940.14
Furniture,BrandA,6.0,4.9,5,406,21.5,973.75
Electronics,BrandC,35.79,2.1,0,1669,65.76,1010.78
Furniture,BrandC,7.74,1.5,2,717,97.67,844.77
Apparel,BrandE,25.02,2.2,5,1759,63.42,1179.23
Toys,BrandE,20.47,4.1,2,1945,22.34,989.49
Kitchen,BrandB,49.58,3.1,2,812,29.35,624.19
Furniture,BrandD,20.95,2.0,1,1723,90.66,1031.27
Toys,BrandD,49.32,3.7,0,706,6.74,515.82
Furniture,BrandB,22.1,2.8,4,598,53.4,1113.34
Electronics,BrandD,23.63,3.2,2,59,54.14,716.5
Kitchen,BrandA,11.65,1.0,0,283,70.84,455.88
Kitchen,BrandB,42.45,2.7,2,332,93.48,1078.06
Toys,BrandA,33.79,4.3,1,315,98.53,937.44
Furniture,BrandD,49.8,1.1,5,484,42.44,1058.08
Electronics,BrandB,26.62,3.4,3,148,11.75,581.07
Electronics,BrandA,20.45,3.8,1,1646,39.85,900.07
Apparel,BrandB,24.04,4.6,5,1179,98.01,1538.59
Apparel,BrandE,18.27,2.8,4,1239,50.18,941.45
Electronics,BrandA,42.55,4.4,4,1979,53.97,1405.67
Electronics,BrandB,20.84,1.9,1,1265,0.47,597.19
Toys,BrandB,3.64,2.0,0,846,34.41,392.79
Apparel,BrandD,27.44,4.5,5,576,9.87,715.86
Furniture,BrandE,49.61,1.2,1,1902,17.75,836.41
Furniture,BrandB,44.94,1.2,5,1332,94.79,1369.97
Apparel,BrandB,25.92,4.2,2,652,70.3,1176.5
Furniture,BrandA,18.26,4.1,5,419,73.86,1220.38
Toys,BrandC,21.63,1.8,0,1251,96.29,933.36
Furniture,BrandB,31.27,1.6,4,732,62.87,1076.23
Toys,BrandC,18.0,2.0,3,914,72.74,1036.4
Furniture,BrandC,44.12,2.5,3,794,53.69,924.84
Kitchen,BrandE,5.37,3.5,4,1294,49.47,1039.05
Furniture,BrandB,4.23,4.8,1,1868,66.3,1022.65
Furniture,BrandE,11.38,3.5,1,1248,18.54,617.43
Apparel,BrandA,34.97,3.7,1,1160,60.96,1012.28
Furniture,BrandB,34.95,1.7,2,1463,20.79,806.5
Toys,BrandE,48.91,2.4,3,1798,19.29,1073.32
Toys,BrandD,42.61,2.1,4,480,15.51,644.81
Toys,BrandC,45.7,3.9,0,1497,51.4,820.06
Toys,BrandB,3.14,1.9,0,951,42.11,467.31
Kitchen,BrandB,32.71,4.7,1,1697,78.78,1290.64
Electronics,BrandC,23.52,3.8,5,1486,72.34,1569.9
Apparel,BrandA,22.8,3.2,1,1543,65.7,913.68
Apparel,BrandE,11.67,4.6,1,952,10.44,698.17
Electronics,BrandE,2.25,1.4,3,1720,62.15,1063.89
Toys,BrandC,37.07,2.0,5,1333,12.49,947.24
Electronics,BrandE,20.34,2.9,4,314,56.74,1009.9
Toys,BrandC,11.43,4.1,3,1991,56.04,1458.6
Apparel,BrandE,30.29,1.7,4,1735,3.44,930.57
Toys,BrandA,21.32,3.6,5,725,67.12,1256.89
Kitchen,BrandA,34.85,1.7,5,128,89.1,1146.97
Toys,BrandA,44.02,3.7,3,1433,46.74,1072.35
Kitchen,BrandA,27.48,2.7,0,1333,78.8,863.02
Kitchen,BrandE,39.62,1.0,3,356,22.52,809.72
Electronics,BrandC,30.35,2.8,5,573,20.81,1030.97
Electronics,BrandB,10.85,1.6,4,1109,51.62,908.74
Furniture,BrandA,38.44,2.8,2,107,53.94,833.32
Electronics,BrandE,47.55,4.8,5,327,51.44,1242.64
Toys,BrandC,47.01,1.1,5,145,63.99,1115.14
Furniture,BrandE,18.35,3.7,5,1041,17.11,995.57
Kitchen,BrandA,13.26,2.7,3,1207,40.74,841.53
Electronics,BrandA,48.7,4.6,3,835,2.37,813.74
Furniture,BrandC,2.93,1.3,4,1470,39.76,930.2
Electronics,BrandE,19.48,1.9,2,1435,39.97,770.51
Toys,BrandC,0.26,4.8,3,1694,22.92,1113.22
Apparel,BrandD,23.07,3.1,0,1207,35.35,616.93
Furniture,BrandE,21.32,1.3,2,235,27.65,524.4
Electronics,BrandC,28.22,4.9,1,863,60.06,970.23
Furniture,BrandE,9.56,2.6,4,843,99.21,1178.84
Apparel,BrandA,48.04,1.0,0,800,7.04,474.79
Electronics,BrandB,13.67,4.9,5,586,23.26,925.28
Furniture,BrandD,1.02,1.1,2,857,55.14,546.32
Toys,BrandB,48.57,3.2,1,1718,58.87,965.82
Electronics,BrandA,11.27,4.8,2,834,49.39,896.47
Toys,BrandA,24.85,1.6,0,1547,85.01,824.15
Furniture,BrandD,34.65,1.1,2,574,64.94,905.38
Electronics,BrandB,7.87,1.0,3,381,48.27,780.18
Electronics,BrandC,33.24,1.8,2,458,81.92,1040.5
Electronics,BrandA,20.43,1.8,1,163,88.94,658.14
Toys,BrandA,34.31,1.6,3,470,33.88,805.28
Apparel,BrandC,14.87,2.7,1,1982,90.76,1106.87
Toys,BrandE,3.65,3.9,1,1062,4.02,588.03
Apparel,BrandC,44.61,2.2,5,603,29.78,1119.56
Toys,BrandB,4.4,3.7,4,683,15.91,929.69
Electronics,BrandA,17.65,3.4,2,1863,53.93,854.55
Kitchen,BrandD,1.64,4.0,5,923,47.7,1026.58
Toys,BrandE,18.53,2.7,0,662,43.77,615.93
Electronics,BrandA,2.73,1.6,1,1136,11.5,535.76
Apparel,BrandE,39.87,1.0,4,1334,12.47,817.09
Toys,BrandD,19.29,5.0,1,1226,15.09,689.55
Apparel,BrandA,37.67,3.6,0,907,7.18,417.66
Toys,BrandC,0.12,1.6,4,745,61.39,1008.8
Electronics,BrandA,0.86,2.6,1,1835,91.99,1061.03
Electronics,BrandD,36.61,1.6,1,1510,19.9,582.61
Apparel,BrandE,3.1,1.8,4,863,1.6,725.58
Apparel,BrandA,20.22,4.3,2,854,8.24,686.07
Toys,BrandE,32.23,4.1,0,1273,57.93,976.41
Furniture,BrandC,49.55,1.3,3,234,38.16,752.54
Toys,BrandB,33.1,3.3,5,1235,62.22,1427.76
Furniture,BrandB,42.92,4.0,1,606,75.29,839.2
Kitchen,BrandA,45.86,1.1,1,814,58.4,666.24
Electronics,BrandA,26.88,1.2,4,306,76.13,888.94
Apparel,BrandD,49.16,4.6,0,773,83.63,1106.29
Apparel,BrandD,41.04,4.7,5,545,87.88,1571.79
Apparel,BrandD,14.72,2.7,1,121,31.69,468.87
Kitchen,BrandA,11.75,2.4,2,1582,23.39,839.19
Kitchen,BrandC,26.77,3.7,4,1908,22.5,1054.14
Furniture,BrandE,15.81,1.2,1,353,48.84,573.41
Apparel,BrandC,29.5,1.9,5,80,50.23,945.08
Furniture,BrandC,37.44,3.7,1,1122,30.15,728.58
Kitchen,BrandD,2.14,3.7,3,419,21.48,693.44
Kitchen,BrandC,44.0,4.9,2,1238,29.35,1178.67
Electronics,BrandD,41.48,3.0,1,126,33.45,773.58
Apparel,BrandE,41.56,1.5,1,890,58.26,720.4
Electronics,BrandB,5.62,1.8,3,529,85.91,985.6
Kitchen,BrandB,15.28,2.1,0,1490,83.07,760.95
Furniture,BrandD,25.16,1.2,2,1647,2.4,525.98
Toys,BrandE,19.83,1.4,3,374,93.91,860.04
Kitchen,BrandB,17.2,2.0,1,1072,56.86,713.32
Electronics,BrandA,23.75,1.6,4,863,20.3,617.23
Apparel,BrandA,6.09,3.3,0,997,3.88,558.76
Electronics,BrandD,1.29,2.0,4,1580,14.13,1089.16
Electronics,BrandD,47.24,1.8,3,1721,78.92,1195.15
Kitchen,BrandB,33.54,3.3,1,1714,52.06,992.96
Toys,BrandD,14.3,3.7,1,557,87.0,1049.4
Electronics,BrandA,49.5,2.7,1,1169,71.15,828.02
Apparel,BrandD,8.54,1.4,0,646,43.63,576.03
Furniture,BrandD,30.5,4.9,1,1254,80.88,969.13
Furniture,BrandE,3.84,4.9,5,1947,79.99,1462.17
Furniture,BrandB,7.5,3.7,3,1058,50.47,923.58
Electronics,BrandD,18.89,1.4,5,53,60.47,1110.57
Kitchen,BrandE,6.06,3.9,3,1112,12.28,661.64
Electronics,BrandC,15.67,3.6,0,814,96.04,810.87
Furniture,BrandD,36.58,1.0,1,1018,22.52,563.36
Furniture,BrandE,22.35,4.7,0,48,68.2,753.08
Kitchen,BrandA,39.0,3.4,4,1968,35.91,1288.16
Electronics,BrandB,12.28,3.7,0,278,51.45,548.85
Electronics,BrandB,27.37,4.1,2,1029,73.77,1040.62
Electronics,BrandB,27.57,1.3,2,1764,16.47,692.55
Toys,BrandE,0.82,2.7,3,387,68.87,1072.26
Apparel,BrandE,22.0,4.7,0,407,56.64,681.66
Kitchen,BrandA,13.05,1.1,4,822,25.57,666.87
Kitchen,BrandA,23.65,2.9,0,1235,89.7,903.91
Apparel,BrandE,7.7,1.2,2,1469,93.93,1178.31
Electronics,BrandD,23.51,3.5,3,1956,60.59,1249.88
Kitchen,BrandB,25.1,1.3,1,177,89.88,670.75
Toys,BrandC,14.38,3.6,2,564,15.92,625.49
Electronics,BrandA,22.75,2.9,3,1453,70.37,1267.22
Furniture,BrandE,30.24,2.6,2,227,9.31,500.42
Kitchen,BrandC,29.27,3.2,5,1863,67.27,1373.16
Toys,BrandD,2.87,3.2,2,1455,20.49,738.76
Toys,BrandC,40.51,4.9,3,183,19.39,720.53
Toys,BrandE,17.22,1.9,2,260,94.37,791.1
Furniture,BrandA,35.54,2.0,2,1433,57.73,894.25
Apparel,BrandD,41.82,4.9,1,1602,72.63,1266.06
Furniture,BrandC,5.42,1.9,4,896,33.4,904.3
Toys,BrandB,14.23,3.1,0,1438,45.54,798.16
Electronics,BrandB,30.6,1.4,3,738,38.45,811.98
Toys,BrandE,49.34,1.3,2,334,83.17,831.9
Furniture,BrandA,18.76,3.0,3,1446,2.09,693.64
Furniture,BrandE,35.89,4.3,0,1244,73.39,942.73
Furniture,BrandC,46.18,3.1,4,1593,19.02,1094.51
Furniture,BrandB,38.4,3.8,5,1300,11.9,1101.44
Toys,BrandA,22.44,3.4,2,1153,80.82,1163.43
Furniture,BrandA,39.93,3.8,1,1197,68.27,818.35
Furniture,BrandA,42.55,3.6,2,1764,34.78,976.82
Toys,BrandD,9.45,4.5,4,1510,41.32,977.35
Kitchen,BrandC,3.22,4.0,4,1697,27.41,967.56
Toys,BrandA,42.52,4.1,2,853,62.15,1057.88
